4|società, civilizzazione, cultura
46E12|distintivo di fattorino
46E13|servizio postale a staffetta, staffetta
46E2|servizio postale
46E21|ufficio postale
46E211|postino
46E212|vettura postale
46E2121|tappa (~ vetture postali)
46E213|cassetta postale, cassetta delle lettere
46E22|posta
46E221|lettera, busta
46E222|cartolina, cartolina illustrata
46E223|pacco, plico
46E224|telegramma
46E225|francobollo (~ poste)
46E23|mandare e ricevere materiale per posta
46E231|mandare, imballare materiale postale
46E232|consegnare; ricevere (~ materiale postale)
46E2321|ricevere buone nuove, buone notizie
46E2322|ricevere cattive notizie
46E3|anumali messaggeri (cane, piccione)
46E31|cane (come messaggero)
46E32|piccione (come messaggero)
46E4|segnalazione visiva
46E41|bandiere (~ segnalazioni)
46E411|bandiere issate su un albero di nave
46E412|segnalazioni manuali con bandiere
46E42|semaforo
46E43|luce, fuoco, fumo, ecc. usati per segnalazioni
46E43(...)|luce, fuoco, fumo, ecc. usati per segnalazioni (col NOME)
46E43(ROCKET)|luce, fuoco, fumo, ecc. usati per segnalazioni: razzo
46E5|segnalazioni acustiche
46E51|segnalazioni acustiche senza strumenti
46E52|segnalazione acustica con uno strumento
46E521|campana ~ segnalazione acustica
46E522|megafono, cornetto acustico ~ segnalazione acustica
46E523|raganella ~ segnalazione acustica
46E524|sirena ~ segnalazione acustica
46E525|fischietto ~ segnalazione acustica
46E526|altri strumenti ~ segnalazioni acistiche
46E6|mezzi elettrici ed elettronici di (tele)comunicazione
46E61|telegrafo (morse)
46E610|telegrafo (all.)
46E611|telex
46E612|palo del telegrafo, palo del telefono
46E62|telefono
46E621|cabina telefonica pubblica
46E622|(altre) strumentazioni, attrezzature telefoniche
46E6221|fax
46E6222|telefono mobile
46E6223|risponditore ~ strumentazioni telefoniche
46E63|radio, radiodiffusione, trasmissione radiofonica
46E631|radiotelegrafo, walkie-talkie
46E632|studio radiofonico
46E64|televisione, trasmissione televisiva
46E641|antenna, antenna esterna, antenna satellitare
46E6411|torre-antenna radiotelevisiva, torre radiofonica, torre televisiva
46E642|studio televisivo
46E65|fonografo, grammofono; riprodurre registrazioni sonore e video
46E651|disco
46E652|attrezzatura per riprodurre registrazioni sonore e video
46E6521|apparecchio per riprodurre registrazioni audio e video
46E653|accessori ~ apparecchio per riprodurre registrazioni audio e video
46E6531|accessori audio
46E65311|amplificatore
46E65312|altoparlante
46E653121|cuffie
46E6532|accessori per il video
46E65321|monitor, schermo
46E66|magnetofono, registratore, videoregistratore; registrazione
46E661|cassetta, bobina ~ registrazione
46E662|strumenti ed attrezzatura di registrazione
46E6621|microfono
46E663|studio di registrazione
46E67|struttura ed apparecchiatura di telecomunicazione
46E671|rete di telecomunicazioni
46E6711|rete di calcolatori
46E67111|Internet (rete di calcolatori)
46E672|satellite per telecomunicazioni
46E673|modem
46E7|mezzi per determinare la posizione
46E71|mezzi acustici per determinare la posizione
46E72|mezzi ottici per determinare la posizione
46E73|mezzi elettrici per determinare la posizione
46E731|radar
46E8|altri mezzi di comunicazione
46E81|comunicazione per mezzo di 'statue parlanti', come quelle di Marforio e di Pasquino a Roma
47|mestieri e industrie
470|'Artes Mechanicae' (Lanificium, Armatura, Navigatio, Agricultura, Venatio, Medicina, Theatrica)
47A|strutture industriali
47A1|esterno di strutture industriali, fabbriche
47A11|bottega
47A12|fabbrica
47A121|ciminiera
47A122|altoforno
47A13|impresa industriale all'aperto
47A2|interno di strutture industriali
47A21|interno di una bottega
47A211|tavolo da lavoro
47A212|fuoco, forno, fornace ~ interno di una struttura industriale
47A22|interno di una fabbrica, officina con macchinari
47A221|catena di montaggio
47A23|laboratorio, stanza adibita alla ricerca
47B|artigianato e industria
47B1|artigianato, artigiano al lavoro
47B11|artigianato ~ metalli
47B111|fabbro
47B1111|maniscalco
47B11111|ferro di cavallo
47B1112|armaiolo, fabbricante di fucili, armiere
47B1113|magnano
47B112|ramaio, ottoniere
47B113|peltraio, stagnaio
47B114|fonditore di campane
47B115|coniatore
47B116|altri mestieri artigianali ~ metallo
47B116(...)|altri mestieri artigianali ~ metallo (col NOME del mestiere)
47B12|artigianato ~ pietre preziose e semipreziose
47B121|lapidario
47B122|lucidatore di diamanti, tagliatore di diamanti
47B13|artigianato ~ pietra
47B131|tagliapietre
47B132|spaccapietre
47B14|artogianato ~ creta, sabbia, gesso
47B141|mattonaio
47B142|calcinaio
47B15|artigianato ~ vetro
47B151|vetraro, fabbricante di vetro
47B152|specchiaio
47B153|ottico
47B154|mola per lenti
47B155|altri mestieri artigianali ~ vetro
47B155(...)|altri mestieri artigianali ~ vetro (col NOME del mestiere)
47B16|artigianato ~ materiali di origine vegetale
47B161|artigianato ~ legno, legname
47B1611|carpentiere
47B1612|segatore
47B1613|tornitore
47B1614|intagliatore
47B1615|altri mestieri artigianali ~ legno
47B1615(...)|altri mestieri artigianali ~ legno (col NOME del mestiere)
47B162|artigianato ~ altri materiali di origine vegetale
47B162(...)|artigianato ~ altri materiali di origine vegetale (col NOME del mestiere)
47B17|artigianato ~ materiali di origine animale
47B171|manifattura della pelle
47B1711|cuoiaio
47B1712|conciatore
47B1713|pellicciaio
47B1714|altri mestieri artigianali ~ pelle
47B1714(...)|altri mestieri artigianali ~ pelle (col NOME del mestiere)
47B172|artigianato ~ altri materiali di origine animale
47B172(...)|artigianato ~ altri materiali di origine animale (col NOME del mestiere)
47B18|artigianato ~ produzione di cibo, bevande, stimolanti, ecc.
47B181|artigianato ~ cibo
47B181(...)|artigianato ~ cibo (col NOME del mestiere)
47B1811|fornaio
47B18111|fornaio che suona il corno
47B1812|confettiere
47B1813|pasticciere
47B1814|macellaio
47B1815|altri mestieri artigianali ~ cibo
47B182|artigianato ~ bevande
47B1821|birraio
47B1822|distillatore di gin
47B1823|altri mestieri artigianali ~ bevande
47B1823(...)|altri mestieri artigianali ~ bevande (col NOME del mestiere)
47B183|artigianato ~ stimolanti
47B19|vari altri mestieri artigianali
47B19(...)|vari altri mestieri artigianali (col NOME del mestiere)
47B191|artigianato ~ manutenzione e riparazione
47B191(...)|artigianato ~ manutenzione e riparazione (col NOME del mestiere)
47B192|mugnaio
47B2|industrie
47B21|industrie ~ metalli
47B211|industria matallurgica
47B2111|industria pesante
47B212|ingegneria dei trasporti
47B22|industrie ~ pietra
47B23|industrie ~ creta, sabbia, gesso, ecc.
47B231|fabbrica di mattoni
47B232|fabbrica di calce
47B233|fabbrica di cemento
47B234|industria ceramica
47B235|industria vetraria
47B24|industrie ~ materiali di origine vegetale
47B241|industrie ~ legno
47B2411|segheria
47B242|altre industrie ~ materiali di origine vegetale
47B25|industrie ~ materiali di origine animale
47B251|industria della pelle
47B26|industrie ~ cibo, bevande, stimolanti
47B27|industria chimica
47B28|industria elettronica
47B29|altre industrie
47C|procedimenti industriali, lavorazione di materiali
47C1|preparazione, pulizia, scelta, selezione (procedimenti industriali, lavorazione di materiali)
47C11|disposizione dei materiali
47C12|preparazione dei materiali
47C121|preparazione di materiali tramite riscaldamento, bollitura, trattamento con vapore
47C1211|preparazione di materiali tramite fusione
47C122|preparazione di materiali tramite raffreddamento
47C123|preparazione di materiali tramite umidificazione
47C124|preparazione di materiali tramite asciugatura
47C125|rendere docili all'uso dei materiali
47C13|pulizia di materiali (procedimenti industriali)
47C131|pulizia di materiali tramite candeggio
47C132|pulizia di materiali tramite sabbiatura
47C14|scelta, selezione di materiali
47C141|scelta, selezione di materiali tramite setacciatura, vagliatura
47C142|scelta, selezione di materiali eliminando parti superflue con getto d'aria o simili
47C149|parti eliminate, scarti, rifiuti (di procedimenti industriali)
47C1491|accumulo, raccolta di parti eliminate
47C2|spostamento, rimozione, ~ procedimenti industriali
47C21|scavo, scavare ~ procedimenti industriali
47C211|dragaggio ~ procedimenti industriali
47C22|accumulo, ammucchiare ~ procedimenti industriali
47C23|spargere, stendere ~ procedimenti industriali
47C24|spostamento, trasporto ~ procedimenti industriali
47C241|trasporto orizzontale ~ procedimenti industriali
47C242|trasporto verticale, sollevamento ~ procedimenti industriali
47C243|altri procedimenti industriali di trasporto di oggetti
47C2431|spingere (procedimenti industriali)
47C2432|tirare (procedimenti industriali)
47C2433|far rotolare (procedimenti industriali)
47C2434|gettare (procedimenti industriali)
47C3|dividere (procedimenti industriali)
47C31|tagliare (procedimenti industriali)
47C311|spaccare, fare a pezzi (procedimenti industriali)
47C312|fendere (procedimenti industriali)
47C32|ritagliare, tosare, imprimere, perforare, punzonare (procedimenti industriali)
47C33|segare (procedimenti industriali)
47C34|scalpellare, scheggiare, cesellare (procedimenti industriali)
47C35|piallare, limare, abradere (procedimenti industriali)
47C36|tritare (procedimenti industriali)
47C37|molare, macinare (procedimenti industriali)
47C38|frantumare, schiacciare (procedimenti industriali)
47C4|connettere, attaccare, stringere, legare, congiungere (procedimenti industriali)
47C41|stringere, fare presa (procedimenti industriali)
47C42|legare, allacciare
47C421|tipi di nodi
47C429|disfare, slegare
47C4291|slegare un nodo
47C43|unire (procedimenti industriali)
47C431|congiungere (non in modo indissolubile (procedimenti industriali)
47C432|inchiodare (procedimenti industriali)
47C4321|incavigliare, ribadire (procedimenti industriali)
47C433|avvitare (vite)
47C4331|avvitare (bullone e dado)
47C434|abbottonare (procedimenti industriali)
47C435|incollare (procedimenti industriali)
47C436|saldare con legante (procedimenti industriali)
47C437|amalgamare, saldare a caldo o a pressione (procedimenti industriali)
47C44|altri metodi per unire o collegare (procedimenti industriali)
47C5|levigare, lucidare, ecc. (procedimenti industriali)
47C51|levigare, appiattire, spianare (procedimenti industriali)
47C511|lucidare (procedimenti industriali)
47C512|brunire, lustrare (procedimenti industriali)
47C52|consolidare, comprimere, compattare (procedimenti industriali)
47C521|pressare (procedimenti industriali)
47C53|rullare, spianare, con un rullo (procedimenti industriali)
47C54|rullare, far passare tra due rulli (procedimenti industriali)
47C55|aguzzare, affilare (procedimenti industriali)
47C56|smussare (procedimenti industriali)
47C57|indurire, rinforzare (procedimenti industriali)
47C59|irruvidire (procedimenti industriali)
47C6|mischiare, fondere, gettare, ecc. (procedimenti industriali)
47C61|mischiare (procedimenti industriali)
47C611|colare, versare (procedimenti industriali)
47C6111|versare in (procedimenti industriali)
47C6112|versare fuori di (procedimenti industriali)
47C62|fondere, trafilare (procedimenti industriali)
47C621|formare in uno stampo
47C622|trafilare (procedimenti industriali)
47C63|gettare, fare un getto (procedimenti industriali)
47C7|piegare, avvolgere, sagomare, ecc. (procedimenti industriali)
47C71|piegare (procedimenti industriali)
47C72|avvolgere (procedimenti industriali)
47C73|sagomare (procedimenti industriali)
47C731|forgiare (procedimenti industriali)
47C732|incidere, sbalzare (procedimenti industriali)
47C74|rendere durevole la forma data (procedimenti industriali)
47C8|fresare, trapanare, perforare (procedimenti industriali)
47D|macchine; parti di macchine; arnesi e strumenti
47D1|macchine, macchinari ~ mestieri e industrie
47D2|macchine azionate da forza umana o animale
47D21|macina a mano, macinino
47D22|mulino azionato a mano o da animali
47D221|mulino azionato da un congegno orizzontale
47D222|mulino azionato da un congegno verticale
47D3|macchine azionate dal vento
47D31|mulino a vento
47D311|pale
47D4|macchine azionate dall'acqua
47D41|mulino ad acqua
47D411|ruota a pale
47D5|macchine azionate da vapore
47D50|forza a vapore (all.)
47D6|macchine azionate da altre forze
47D61|macchine azionate da combustione
47D62|macchine azionate da elettricità
47D63|macchine azionate da energia nucleare
47D69|automazione
47D691|automa
47D6911|robot
47D692|macchine azionate a molla
47D693|moto perpetuo
47D7|parti di macchine
47D7(...)|parti di macchine (col NOME)
47D7(HOPPER)|parti di macchine: tramoggia
47D7(MILL-STONE)|parti di macchine: macina
47D8|arnesi, sussidi, attrezzi ~ mestieri e industrie
47D8(...)|arnesi, sussidi, attrezzi ~ mestieri e industrie (col NOME)
47D8(ANVIL)|arnesi, sussidi, attrezzi ~ mestieri e industrie: incudine
47D8(ASCIA)|arnesi, sussidi, attrezzi ~ mestieri e industrie: ascia
47D8(AXE)|arnesi, sussidi, attrezzi ~ mestieri e industrie: scure
47D8(CHAIN)|arnesi, sussidi, attrezzi ~ mestieri e industrie: catena
47D8(CHISEL)|arnesi, sussidi, attrezzi ~ mestieri e industrie: scalpello
47D8(COIN STAMP)|arnesi, sussidi, attrezzi ~ mestieri e industrie: conio
47D8(CROWBAR)|arnesi, sussidi, attrezzi ~ mestieri e industrie: palanchino
47D8(DRILL)|arnesi, sussidi, attrezzi ~ mestieri e industrie: trapano
47D8(FILE)|arnesi, sussidi, attrezzi ~ mestieri e industrie: lima
47D8(GRINDSTONE)|arnesi, sussidi, attrezzi ~ mestieri e industrie: mola
47D8(HAMMER)|arnesi, sussidi, attrezzi ~ mestieri e industrie: martello
47D8(KNIFE)|arnesi, sussidi, attrezzi ~ mestieri e industrie: coltello
47D8(NAIL)|arnesi, sussidi, attrezzi ~ mestieri e industrie: unghia
47D8(PICKAXE)|arnesi, sussidi, attrezzi ~ mestieri e industrie: piccone
47D8(PLANE)|arnesi, sussidi, attrezzi ~ mestieri e industrie: pialla
47D8(PRESS)|arnesi, sussidi, attrezzi ~ mestieri e industrie: torchio
47D8(ROPE)|arnesi, sussidi, attrezzi ~ mestieri e industrie: corda
47D8(SAW)|arnesi, sussidi, attrezzi ~ mestieri e industrie: sega
47D8(SCISSORS)|arnesi, sussidi, attrezzi ~ mestieri e industrie: forbici
47D8(SCREW)|arnesi, sussidi, attrezzi ~ mestieri e industrie: vite
47D8(SIPHON)|arnesi, sussidi, attrezzi ~ mestieri e industrie: sifone
47D8(TACKLE)|arnesi, sussidi, attrezzi ~ mestieri e industrie: paranco
47D8(TONGS)|arnesi, sussidi, attrezzi ~ mestieri e industrie: tenaglie
47D8(VICE)|arnesi, sussidi, attrezzi ~ mestieri e industrie: vizio
47D8(WEDGE)|arnesi, sussidi, attrezzi ~ mestieri e industrie: cuneo
47D8(WINDLASS)|arnesi, sussidi, attrezzi ~ mestieri e industrie: argano
47D9|perdita, danneggiamento, distruzione di macchinari
47E|organizzazione di artigianato e industria
47E1|forme di produzione nell' artigianato e industria
47E11|produzione casalinga
47E12|produzione artigianale, manifattura specializzata
47E13|produzione industriale
47E131|produzione in serie
47E2|organizzazione corporativa, corporazione, gilda
47E21|commissione di una corporazione
47E211|palazzo delle corporazioni
47E22|insegne di una corporazione
47E221|medaglia, distintivo di una corporazione
47E23|gradi ~ gilda, corporazione
47E231|apprendista ~ gilda, corporazione
47E232|operaio giornaliero ~ gilda, corporazione
47E2321|operaio giornaliero ambulante, 'Wandergesell', 'Wanderbursche'
47E233|maestro ~ gilda, corporazione
47E2331|capolavoro ~ gilda, corporazione
47E24|controllo di qualità
47E241|funzionari addetti al controllo di qualità
47E242|marchio di garanzia (controllo di qualità)
47E25|festività ~ organizzazioni corporative o corporazioni
47E251|parata di una corporazione
47E252|celebrazione di feste ~ organizzazioni corporative o corporazioni
