2|Natur
31A533(...)|Frisurenmode, Haarmode (mit NAMEN)
31A5331|Perücke
31A5332|kahlgeschorener Kopf
31A5333|Tonsur
31A5334|Haarlocke, -büschel, -strähne
31A5339|Kahlheit (Frisur)
31A534|Bart
31A5341|Schnurrbart
31A5342|Backenbart
31A53421|Backenbart
31A5349|falscher Bart bzw. Schnurrbart
31A535|Friseur, Friseurladen
31A5351|Rasiermesser
31A5352|Rasierbecken, -schale
31A5353|rasieren, rasiert werden
31A53531|sich selbst rasieren
31A539|zerzaustes Haar
31A54|waschen und baden
31A541|sich die Hände waschen
31A542|sich das Gesicht und den Kopf waschen
31A5421|Zähneputzen
31A54211|Zahnbürste
31A54212|Zahnstocher
31A543|sich die Füße waschen
31A544|die Füße einer anderen Person waschen
31A545|ein Bad nehmen
31A5451|öffentliche Bäder
31A5452|Sitzbad
31A5453|Dusche
31A5454|Wannenbad
31A5455|Dampfbad
31A5459|après le bain
31A546|Toilettenartikel zum Waschen und Baden
31A5461|Seife
31A54611|Seifenblase
31A5462|Bürste, Schwamm etc. (Toilettenartikel)
31A5463|Handtuch
31A5464|Bademantel, Morgenrock
31A549|sich abtrocknen, abgetrocknet werden
31A55|bekleidet und unbekleidet
31A551|sich ankleiden, angekleidet werden
31A5511|ein Korsett schnüren
31A552|sich ausziehen, ausgezogen werden
31A553|Schuhe oder Sandalen an- oder ausziehen
31A5531|Strümpfe an- oder ausziehen
31A554|jemanden anziehen
31A5541|jemanden ausziehen, entkleiden
31A559|teilweise angezogen
31A5591|Negligé
31A56|Diener
31A57|Insekten vom Körper verscheuchen
31A571|sogenannte mütterliche Fürsorge, Entlausung
31A572|jemanden auf Flöhe untersuchen
31A58|Bodybuilding
31A59|Mangel an Hygiene, Unsauberkeit
31A6|körperliche Bedürfnisse
31A61|urinieren
31A611|Nachttopf
31A62|Stuhlgang
31A621|Blähung
31A622|Verdauung
31A6220|Ripa: Digestione
31A623|Faeces, Exkrement
31A63|Erbrechen
31A631|Schluckauf
31A64|sich die Nase putzen, sich schneuzen
31A65|(aus)spucken
31A651|Speichel, Spucke
31A66|schwitzen, Schweiß
31A7|die Geschlechter (beim Menschen)
31A71|das männliche Geschlecht; der Mann
31A710|Symbole der Männlichkeit
31A711|Männlichkeit
31A712|Schönheitswettbewerb für Männer; Bodybuilding-Wettkampf
31A7121|Mr. Universum
31A719|verweichlichter Mann, Muttersöhnchen, Weichling
31A7191|ein Mann verrichtet Frauenarbeit
31A72|das weibliche Geschlecht; die Frau
31A720|Symbole der Weiblichkeit
31A721|Weiblichkeit
31A7211|Jungfräulichkeit
31A72110|Ripa: Verginità
31A722|Schönheitswettbewerb für Frauen
31A7221|Miss World
31A729|Virago, Mannfrau
31A73|Hermaphrodit, Zwitter
31A731|Rebis, der göttliche Hermaphrodit, Verbindung von Geist und Materie ~ Alchemie
31A74|Transgender, Transsexuell
31A8|der Körper als Maschine
31A9|Methoden, die vortäuschen, bestimmte Körperteile zu heilen oder zu verschönern
31AA|die (nackte) menschliche Figur; Ripa: Corpo humano - AA - weibliche Figur
31AA1|Kanon, Proportionen - AA - weibliche Figur
31AA11|stehende Figur (Kanon, Proportionen) - AA - weibliche Figur
31AA12|Figur in einem Kreis oder Quadrat; mit gespreizten Beinen und erhobenen oder seitwärts ausgestreckten Armen - AA - weibliche Figur
31AA13|andere Systeme oder Kanons - AA - weibliche Figur
31AA14|menschliche Figur mit idealen Proportionen; z.B. akademischer Akt - AA - weibliche Figur
31AA140|allegorische Darstellung einer menschlichen Figur mit idealen Proportionen - AA - weibliche Figur mit idealen Proportionen; Ripa: Bellezza feminile
31AA141|nackte menschliche Figur mit bedeckten Genitalien - AA - weibliche Figur
31AA19|homo Platonis; animal bipes implume - AA - weibliche Figur
31AA2|Anatomie (nicht-medizinisch) - AA - weibliche Figur
31AA21|(menschliches) Skelett - AA - weibliche Figur
31AA211|(menschlicher) Schädel - AA - weibliche Figur
31AA2111|(menschlicher) Kiefer - AA - weibliche Figur
31AA2112|Zähne - AA - weibliche Figur
31AA21121|Schneidezahn - AA - weibliche Figur
31AA21122|Backenzähne, Mahlzähne - AA - weibliche Figur
31AA212|Brust(korb) - AA - weibliche Figur
31AA2121|Rippen - AA - weibliche Figur
31AA2122|Wirbelsäule, Rückgrat - AA - weibliche Figur
31AA2123|Schlüsselbein - AA - weibliche Figur
31AA2124|Schulterblatt - AA - weibliche Figur
31AA213|Becken, Pelvis - AA - weibliche Figur
31AA214|Armknochen - AA - weibliche Figur
31AA2141|Humerus, Knochen des Oberarms - AA - weibliche Figur
31AA2142|Speiche (Radius) und Elle, Knochen des Unterarms - AA - weibliche Figur
31AA2143|Handgelenk und Mittelhand, Teile der Hand - AA - weibliche Figur
31AA2144|Fingerknochen - AA - weibliche Figur
31AA215|Beinknochen - AA - weibliche Figur
31AA2151|Oberschenkelknochen - AA - weibliche Figur
31AA2152|Schienbein und Wadenbein - AA - weibliche Figur
31AA2153|Fußwurzel und Mittelfuß - AA - weibliche Figur
31AA2154|Zehenknochen - AA - weibliche Figur
31AA216|Knochen (des menschlichen Körpers) im allgemeinen - AA - weibliche Figur
31AA22|Teile des menschlichen Körpers (das Skelett ausgenommen) - AA - weibliche Figur
31AA221|Kopf (als Teil des menschlichen Körpers) - AA - weibliche Figur
31AA2211|Gesicht - AA - Maske (als vom Gesicht abgenommene Form)
31AA22111|Teile des Gesichts - AA - Maske (als vom Gesicht abgenommene Form)
31AA22111(...)|Teile des Gesichts (mit NAMEN) - AA - Maske (als vom Gesicht abgenommene Form)
31AA22111(LIPS)|Teile des Gesichts: Lippen - AA - Maske (als vom Gesicht abgenommene Form)
31AA22111(NOSE)|Teile des Gesichts: Nase - AA - Maske (als vom Gesicht abgenommene Form)
31AA2212|Augen - AA - weibliche Figur
31AA22121|imago omnia videntis - AA - weibliche Figur
31AA2213|Ohren - AA - weibliche Figur
31AA2214|Mund - AA - weibliche Figur
31AA22141|Zunge - AA - weibliche Figur
31AA2215|Kopf (inwendig) - AA - weibliche Figur
31AA22151|Gehirn - AA - weibliche Figur
31AA22152|Nasenhöhle - AA - weibliche Figur
31AA22153|Mund und Kehle - AA - weibliche Figur
31AA222|Brust, Busen - AA - weibliche Figur
31AA2221|Herz - AA - weibliche Figur
31AA22210|Herzsymbolik - AA - weibliche Figur
31AA222101|profane Herzsymbolik: Liebe - AA - weibliche Figur
31AA22211|Teile des Herzens - AA - weibliche Figur
31AA2222|Lungen, Bronchien - AA - weibliche Figur
31AA22221|Atmen, Atmung - AA - weibliche Figur
31AA22222|nach Luft schnappen - AA - weibliche Figur
31AA22229|ersticken - AA - weibliche Figur
31AA2223|Brüste - AA - weibliche Figur
31AA22231|Brustwarzen - AA - weibliche Figur
31AA22232|Brüste, die Milch geben - AA - weibliche Figur
31AA2224|Schulter - AA - weibliche Figur
31AA2225|Rücken - AA - weibliche Figur
31AA2226|Torso - AA - weibliche Figur
31AA223|Unterleib, Bauch (beim Menschen) - AA - weibliche Figur
31AA2231|äußerliche Aspekte des Unterleibs - AA - weibliche Figur
31AA22311|Nabel - AA - weibliche Figur
31AA22312|Hüfte - AA - weibliche Figur
31AA2232|Drüsen - AA - weibliche Figur
31AA22321|Leber (menschliche Anatomie) - AA - weibliche Figur
31AA22322|Gallenblase - AA - weibliche Figur
31AA22323|Milz - AA - weibliche Figur
31AA2233|Magen - AA - weibliche Figur
31AA22331|Speiseröhre - AA - weibliche Figur
31AA2234|Gedärme - AA - weibliche Figur
31AA2235|Blase - AA - weibliche Figur
31AA2236|(menschliche) Genitalien - AA - weibliche Figur
31AA22361|männliche Genitalien - AA - weibliche Figur
31AA223611|Testikel, Hoden - AA - weibliche Figur
31AA223612|Penis, Phallus - AA - weibliche Figur
31AA2236121|Bild des Phallus; Phallos - AA - weibliche Figur
31AA223613|Sperma - AA - weibliche Figur
31AA22362|weibliche Genitalien - AA - weibliche Figur
31AA223621|Gebärmutter, Uterus - AA - weibliche Figur
31AA2236211|Uterus mit Fötus - AA - weibliche Figur
31AA223622|Eierstöcke - AA - weibliche Figur
31AA223623|Menstruation - AA - weibliche Figur
31AA2237|Gesäß; partes posteriores - AA - weibliche Figur
31AA22371|Anus - AA - weibliche Figur
31AA224|Arme - AA - weibliche Figur
31AA2241|Oberarm - AA - weibliche Figur
31AA2242|Ellenbogen - AA - weibliche Figur
31AA2243|Unterarm - AA - weibliche Figur
31AA2244|Handgelenk - AA - weibliche Figur
31AA2245|Hand - AA - weibliche Figur
31AA22451|Handabdruck - AA - weibliche Figur
31AA2246|Finger - AA - weibliche Figur
31AA22461|Daumen - AA - weibliche Figur
31AA22462|Zeigefinger - AA - weibliche Figur
31AA22463|Mittelfinger - AA - weibliche Figur
31AA22464|Ringfinger - AA - weibliche Figur
31AA22465|kleiner Finger - AA - weibliche Figur
31AA2247|Fingernägel - AA - weibliche Figur
31AA225|Beine - AA - weibliche Figur
31AA2251|Oberschenkel - AA - weibliche Figur
31AA2252|Knie - AA - weibliche Figur
31AA2253|Unterschenkel - AA - weibliche Figur
31AA2254|Fußknöchel - AA - weibliche Figur
31AA2255|Fuß - AA - weibliche Figur
31AA22551|Ferse - AA - weibliche Figur
31AA22552|Fußabdruck, Fußspur - AA - weibliche Figur
31AA2256|Zehen - AA - weibliche Figur
31AA2257|Zehennägel - AA - weibliche Figur
31AA226|andere anatomische Details - AA - weibliche Figur
31AA2261|Blutkreislauf - AA - weibliche Figur
31AA22611|Blut - AA - weibliche Figur
31AA22612|Arterien - AA - weibliche Figur
31AA22613|Venen - AA - weibliche Figur
31AA2262|(menschliche) Haut - AA - weibliche Figur
31AA22621|Haar - AA - weibliche Figur
31AA22622|Körperbehaarung - AA - weibliche Figur
31AA22623|Schamhaar - AA - weibliche Figur
31AA22624(...)|Hautfarbe (mit FITZPATRICK Nummer) - AA - weibliche Figur
31AA2263|Muskeln - AA - weibliche Figur
31AA2264|Flechsen, Sehnen - AA - weibliche Figur
31AA2265|Nerven - AA - weibliche Figur
31AA23|Haltungen, Stellungen der menschlichen Figur - AA - weibliche Figur
31AA231|stehende Figur - AA - weibliche Figur
31AA2311|Kontrapost; Standbein und Spielbein - AA - weibliche Figur
31AA2312|figura serpentinata - AA - weibliche Figur
31AA2313|auf einem Bein stehen - AA - weibliche Figur
31AA2319|Kopfstand oder Handstand - AA - weibliche Figur
31AA232|angelehnte Figur - AA - weibliche Figur
31AA2321|sich nach vorne lehnen - AA - weibliche Figur
31AA2322|sich zurücklehnen - AA - weibliche Figur
31AA2323|sich zur Seite lehnen - AA - weibliche Figur
31AA233|kniende Figur - AA - weibliche Figur
31AA2331|auf beiden Knien knien - AA - weibliche Figur
31AA234|hockende, kauernde Figur - AA - weibliche Figur
31AA2341|zusammengekauerte Figur - AA - weibliche Figur
31AA235|sitzende Figur - AA - weibliche Figur
31AA2351|auf der Erde (dem Boden) sitzen - AA - weibliche Figur
31AA2352|auf einer Erhebung sitzen - AA - weibliche Figur
31AA2353|sitzen; mit den Armen oder Ellenbogen auf den Knien - AA - weibliche Figur
31AA23531|sitzen; mit den Händen auf den Schenkeln oder den Knien - AA - weibliche Figur
31AA2354|auf dem Schoß von jemandem sitzen - AA - weibliche Figur
31AA236|liegende Figur - AA - weibliche Figur
31AA2361|auf dem Rücken liegen; mit aufgerichtetem Oberkörper - AA - weibliche Figur
31AA2362|liegen; mit dem Gesicht nach unten - AA - weibliche Figur
31AA2363|ausgestreckt auf der Seite liegen - AA - weibliche Figur
31AA2364|auf der Seite liegen; mit aufgerichtetem Oberkörper und auf einen Arm gestützt - AA - weibliche Figur
31AA2365|mit den Händen unter dem Kopf auf dem Rücken liegen - AA - weibliche Figur
31AA2366|liegen; mit dem Gesicht nach unten und den Händen unter dem Kopf - AA - weibliche Figur
31AA237|(an den Armen, Beinen etc.) hängende Figur - AA - weibliche Figur
31AA2371|an den Armen hängen - AA - weibliche Figur
31AA23711|an einem Arm hängen - AA - weibliche Figur
31AA2372|an den Beinen hängen - AA - weibliche Figur
31AA23721|an einem Bein hängen - AA - weibliche Figur
31AA2373|an anderen Teilen des Körpers hängen - AA - weibliche Figur
31AA23731|an den Haaren hängen - AA - weibliche Figur
31AA23732|an den Zähnen hängen - AA - weibliche Figur
31AA239|andere, oben nicht erwähnte Haltungen bzw. Stellungen der menschlichen Figur - AA - weibliche Figur
31AA2391|sich bückende Figur - AA - weibliche Figur
31AA24|Kopfhaltungen - AA - weibliche Figur
31AA241|normale, aufrechte Haltung des Kopfes - AA - weibliche Figur
31AA242|seitliche Drehung des Kopfes - AA - weibliche Figur
31AA2421|Linksdrehung des Kopfes - AA - weibliche Figur
31AA2422|Rechtsdrehung des Kopfes - AA - weibliche Figur
31AA243|zurückgelehnter Kopf - AA - weibliche Figur
31AA244|nach vorne geneigter Kopf; sich verbeugen - AA - weibliche Figur
31AA245|nach links geneigter Kopf - AA - weibliche Figur
31AA246|nach rechts geneigter Kopf - AA - weibliche Figur
31AA247|über die Schulter blicken - AA - weibliche Figur
31AA249|andere, oben nicht erwähnte Kopfhaltungen - AA - weibliche Figur
31AA25|Haltungen und Gesten der Arme und Hände - AA - beide Arme oder Hände
31AA251|Haltungen und Gesten der Arme und Hände (generell) - AA - beide Arme oder Hände
31AA2511|erhobene Arme - AA - beide Arme oder Hände
31AA25111|erhobene Arme; mit geschlossenen Fingern - AA - beide Arme oder Hände
31AA25112|den Arm erhoben; mit gespreizten Fingern - AA - beide Arme oder Hände
31AA25113|den Arm erhoben; mit geballter Faust - AA - beide Arme oder Hände
31AA2512|nach vorne ausgestreckter Arm - AA - beide Arme oder Hände
31AA2513|seitwärts ausgestreckter Arm - AA - beide Arme oder Hände
31AA2514|rückwärts gehaltener Arm - AA - beide Arme oder Hände
31AA2515|nach unten gehaltener Arm - AA - beide Arme oder Hände
31AA2516|vor den Körper gehaltene(r) Hand oder Arm - AA - beide Arme oder Hände
31AA25161|vor die Brust gehaltene(r) Hand oder Arm - AA - beide Arme oder Hände
31AA251611|auf die Brust gelegte Hand - AA - beide Arme oder Hände
31AA25162|Hand auf dem Herz - AA - beide Arme oder Hände
31AA25163|mit der Hand auf die Brust schlagen - AA - beide Arme oder Hände
31AA25164|Hand, die die Brust entblößt - AA - beide Arme oder Hände
31AA2517|hinter den Körper gelegte(r) Hand oder Arm - AA - beide Arme oder Hände
31AA25171|hinter den Rücken gelegter Arm - AA - beide Arme oder Hände
31AA25172|Hand hinter dem Kopf - AA - beide Arme oder Hände
31AA2518|Hand in die Hüfte gestemmt - AA - beide Arme oder Hände
31AA2519|nicht sichtbare Hand - AA - beide Arme oder Hände
31AA25191|Hand in der (Hosen-)Tasche - AA - beide Arme oder Hände
31AA25192|Hand im Ärmel - AA - beide Arme oder Hände
31AA25193|Hand auf der Brust (oder auf dem Bauch); in das geöffnete Kleidungsstück gesteckt - AA - beide Arme oder Hände
31AA253|Haltungen und Gesten von Armen und Händen, die sich auf den Kopf beziehen - AA - beide Arme oder Hände
31AA2531|zum Kopf gerichtete Hand (Hände) - AA - beide Arme oder Hände
31AA25311|caput manui innixum; der Kopf auf eine Hand gestützt - AA - beide Arme oder Hände
31AA25312|den Kopf in einer Hand halten; dabei den Ellenbogen auf eine Erhebung oder auf ein Knie stützen - AA - beide Arme oder Hände
31AA25313|den Kopf bedecken, einen Schleier (oder ein anderers Textil) über das Gesicht ziehen - AA - beide Arme oder Hände
31AA25314|eine Hand hinter dem Kopf - AA - beide Arme oder Hände
31AA2532|mit der Hand den Bart berühren - AA - beide Arme oder Hände
31AA2533|mit der Hand zur Stirn weisen - AA - beide Arme oder Hände
31AA25331|mit dem Zeigefinger auf die Stirn zeigen - AA - beide Arme oder Hände
31AA25332|cornuto (Hahnrei): Zeigefinger und kleinen Finger gekrümmt über die Stirn halten - AA - beide Arme oder Hände
31AA2534|mit der Hand auf ein Auge weisen - AA - beide Arme oder Hände
31AA25341|mit der Hand die Augen beschatten - AA - beide Arme oder Hände
31AA25342|durch die Finger lugen, blicken - AA - beide Arme oder Hände
31AA25343|die Augen reiben - AA - beide Arme oder Hände
31AA25344|Tränen wegwischen - AA - beide Arme oder Hände
31AA2535|mit der Hand zur Nase weisen - AA - beide Arme oder Hände
31AA25351|sich an die Nase fassen - AA - beide Arme oder Hände
31AA2536|mit der Hand zum Mund weisen - AA - beide Arme oder Hände
31AA25361|mit den Fingern pfeifen - AA - beide Arme oder Hände
31AA2537|mit der Hand auf ein Ohr weisen - AA - beide Arme oder Hände
31AA25371|ein Ohr schröpfen - AA - beide Arme oder Hände
31AA25372|sich am Ohr kratzen - AA - beide Arme oder Hände
31AA254|Haltungen und Gesten von Arm(en) und Hand (Händen), die sich auf eine andere Person beziehen - AA - beide Arme oder Hände
31AA2541|jemanden am Arm packen - AA - beide Arme oder Hände
31AA25411|Arm in Arm gehen - AA - beide Arme oder Hände
31AA2542|Auflegung der Hände - AA - beide Arme oder Hände
31AA2543|jemanden an der Hand oder am Handgelenk packen; Hände umklammern - AA - beide Arme oder Hände
31AA25431|drei oder mehr Personen verklammern ihre Hände; Bedeutung: Einigkeit macht stark - AA - beide Arme oder Hände
31AA25432|jemanden an der Hand oder am Handgelenk führen - AA - beide Arme oder Hände
31AA25433|immixtio manuum: die verklammerten bzw. gefalteten Hände zwischen die Hände einer anderen Person legen - AA - beide Arme oder Hände
31AA2544|jemanden am Kopf packen - AA - beide Arme oder Hände
31AA25441|jemanden an den Haaren packen - AA - beide Arme oder Hände
31AA25442|jemanden am Nacken packen - AA - beide Arme oder Hände
31AA25443|jemandem an die Kehle fassen - AA - beide Arme oder Hände
31AA2545|jemanden an der Schulter packen - AA - beide Arme oder Hände
31AA2546|jemanden an den Beinen packen - AA - beide Arme oder Hände
31AA25461|jemanden an den Füßen packen - AA - beide Arme oder Hände
31AA2549|jemanden an anderen Körperteile packen - AA - beide Arme oder Hände
31AA255|Haltungen und Gesten von Hand und Fingern - AA - beide Arme oder Hände
31AA2551|Haltungen und Gesten der Hand - AA - beide Arme oder Hände
31AA25511|aneinandergelegte Finger - AA - beide Arme oder Hände
31AA25512|gespreizte Finger - AA - beide Arme oder Hände
31AA25513|die Hand zur Faust ballen - AA - beide Arme oder Hände
31AA2552|Haltungen und Gesten der Handfläche - AA - beide Arme oder Hände
31AA25521|die Handfläche nach oben richten - AA - beide Arme oder Hände
31AA25522|die Handfläche nach unten richten - AA - beide Arme oder Hände
31AA2553|Haltungen und Gesten des Daumens - AA - beide Arme oder Hände
31AA25531|der aufgestellte Daumen - AA - beide Arme oder Hände
31AA25532|der gesenkte Daumen - AA - beide Arme oder Hände
31AA2554|Haltungen und Gesten des Daumens und der anderen Finger - AA - beide Arme oder Hände
31AA25541|mit dem Daumen über die Spitze des Zeigefingers streichen - AA - beide Arme oder Hände
31AA25542|der Daumen zwischen Zeige- und Mittelfinger - AA - beide Arme oder Hände
31AA25543|mit den Fingern schnippen - AA - beide Arme oder Hände
31AA2555|Haltungen und Gesten des Zeigefingers - AA - beide Arme oder Hände
31AA25551|der erhobene Zeigefinger - AA - beide Arme oder Hände
31AA25552|der nach vorne gerichtete Zeigefinger; zeigen, hinweisen auf - AA - beide Arme oder Hände
31AA25553|jemanden mit dem Finger heranwinken, herbeiwinken - AA - beide Arme oder Hände
31AA2556|Haltungen und Gesten des Zeigefingers und Mittelfingers - AA - beide Arme oder Hände
31AA25561|Zeigefinger und Mittelfinger ausgestreckt und zusammengelegt - AA - beide Arme oder Hände
31AA25562|Zeigefinger und Mittelfinger ausgestreckt und gespreizt: Victory-Zeichen - AA - beide Arme oder Hände
