4|Gesellschaft, Zivilisation, Kultur
43C7184|Tragespiele
43C71841|Huckepack
43C719|Keilerei; Kampf
43C72|Spiele mit Spielzeug (Murmeln, Kreisel, Reifen etc.)
43C721|(Spiele mit) Murmeln
43C7211|(Spiele mit) Murmeln (mit einem Murmelspiel)
43C722|(Spiele mit einem) Kreisel
43C7221|einen Kreisel drehen
43C7222|einen Kreisel peitschen
43C723|einen Reifen werfen
43C7231|einen Reifen horizontal drehen, wirbeln
43C724|einen Drachen fliegen lassen
43C7241|ein(en) Luftballon fliegen lassen
43C725|auf Stelzen gehen
43C726|Knöchelspiel; astragali
43C727|Rollschuhlaufen, Rollschuhe
43C73|Kinderspiele in der Natur
43C731|ein Kind imitiert Tiere
43C732|ein Kind raubt Vogelnester
43C7321|ein Kind sucht nach Vogeleiern
43C733|ein Kind neckt bzw. hänselt Tiere
43C734|ein Kind spielt mit Tieren
43C735|Kinderspiele mit Pflanzen
43C736|ein Kind und Naturphänomene
43C7361|Kinder und Regen
43C737|mit Eis und Schnee spielen
43C7371|auf Eis gleiten bzw.rutschen
43C7372|(Bau eines) Schneemann(s)
43C73721|einen Schneeball herstellen
43C7373|Schneebälle werfen
43C7374|mit einem Stuhl auf dem Eis
43C7379|durch eine Eisschicht brechen (spielende Kinder)
43C74|Kinder in der Zeit und in ihrer Lebenswelt
43C741|Kinderspiele an bestimmten Kalendertagen
43C741(...)|Kinderspiele an bestimmten Kalendertagen (mit DATUM)
43C742|Kind und Schule (in Bezug zu Spielen)
43C7421|Schulfest
43C7422|Schulausflug
43C7423|Spiele in der Schule, im Unterricht
43C7424|boshaftes, ungezogenes Kind (in der Schule)
43C7425|Schulschwänzen
43C743|Kind und Kunst
43C7431|Kinder musizieren, produzieren Katzenmusik
43C74311|auf Töpfe und Pfannen trommeln, Katzenmusik
43C74312|auf einer selbstgebastelten Flöte bzw. Pfeife blasen
43C74313|Blase mit Erbsen (Kinderspiele)
43C7432|Kinder spielen Musikinstrumente
43C74321|Kinder spielen (altertümliche) Musikinstrumente
43C74322|Kinder spielen Jahrmarktsinstrumente
43C7433|singende Kinder
43C75|ärgernde, spottende, ungezogene Kinder
43C751|Kinder beschimpfen, verspotten jemanden
43C752|Kinder necken, hänseln jemanden
43C7521|Kinder nehmen kleineren Kindern Dinge weg
43C753|Kinder klingeln mutwillig an Türglocken
43C754|Umzüge von Halbstarken
43C755|Vandalismus
43C76|vor und nach dem Spiel
43C761|abzählen (vor dem Spiel)
43C762|andere Verfahren, um zu ermitteln, wer (beim Spielen) dran ist
43C767|nach dem Spielen nach Hause gehen
43C768|spielende Kinder werden verjagt
43C769|während des Spiels vertrieben werden, Unterbrechung oder Abbruch des Spiels
43C77|andere Kinderspiele
43C771|ein Bilderbuch lesen
43C772|Kinderbücher
43C7721|Kinderbilder
43C78|(Spiele mit) Spielzeug
43C781|mit Baumaterial spielen
43C7811|mit Steckbausteinen spielen
43C7812|mit Bauklötzen spielen
43C7813|mit einem Stabilbaukasten spielen
43C7814|Spielzeuge zum Ausschneiden, Aussägen
43C7815|Modellhäuser bauen
43C7816|Modellbau (von Maschinen oder Fahrzeugen)
43C782|mit beweglichem Spielzeug spielen
43C7821|mit Tanzpuppen spielen
43C7822|mit Drehspielzeugen spielen
43C7823|mit Spielzeugmühlen spielen
43C7824|andere bewegliche Spielzeuge
43C783|mit mechanischem Spielzeug spielen
43C7831|mit einer Dampfmaschine spielen
43C7832|mit einem Motor spielen
43C7833|Spielzeug, das von einem Motor oder einer Dampfmaschine angetrieben wird (keine Fahrzeuge)
43C784|mit einem Spielzeug Gegenstände transportieren
43C7841|mit Fahrzeugen spielen, die mit Rädern versehen sind
43C78411|mit einem Schubkarren oder Wagen spielen
43C78412|mit Autos spielen
43C78413|mit Schienenfahrzeugen (Berg- und Talbahn, Achterbahn etc.) spielen
43C78414|mit einer Modelleisenbahn spielen
43C7842|mit Wasserspielzeug spielen
43C78421|mit Booten spielen
43C78422|mit einer Jacht spielen
43C78423|mit einem Motorboot spielen
43C7843|mit Luftspielzeug spielen
43C78431|mit Flugzeugen spielen
43C78432|mit Motorflugzeugen spielen
43C78433|mit Raketen spielen
43C785|mit Spielzeug zum Aufblasen spielen
43C7851|Seifenblasen pusten (Kinderspiele)
43C7852|Spielzeuge, die durch Blasen oder Pusten aktiviert werden
43C786|mit Haushaltsspielzeug spielen
43C7861|Spielzeugteller, -schüsseln
43C78611|Spielzeugteeservice
43C7862|Spielzeugküche
43C78621|Spielzeugherd oder -backofen
43C7863|Spielzeughaus, Puppenhaus
43C787|mit Puppen oder Stofftieren spielen
43C7871|mit Puppen spielen
43C78711|Puppenkleider
43C78719|Puppen für Erwachsene
43C7872|mit Stofftieren spielen
43C78721|Steckenpferd (Spielzeug)
43C78722|Schaukelpferd
43C78729|Stofftiere für Erwachsene; Maskottchen etc.
43C788|Kleben, Weben etc. (Kinderspiele)
43C7881|Bücher zusammenkleben; in Bücher einkleben
43C7882|Weben (Kinderspiele)
43C7883|Nadelarbeit, Nähen (Kinderspiele)
43C789|Varia (Spiele mit Spielzeug)
43C7891|Miniaturmodelle (für Kinderspiele)
43C8|Plätze, Anlagen, Einrichtungen für Sport, Spiele und körperliche Freizeitbeschäftigungen
43C81|Umkleideraum (Sport)
43C9|tanzen
43C91|eine Person tanzt allein
43C911|ein Mann tanzt allein
43C912|eine Frau tanzt allein
43C92|ein tanzendes Paar; Mann und Frau tanzen zusammen
43C921|zwei Frauen beim Paartanz
43C922|zwei Männer beim Paartanz
43C923|Aufforderung zum Tanz
43C93|Tanz mehrerer Paare
43C93(...)|Tanz mehrerer Paare (mit ANZAHL der Paare)
43C94|Gruppentanz
43C941|Gruppentanz in der Oberschicht
43C942|Volkstanz (von Männern und Frauen)
43C9421|Volkstanz von Männern
43C9422|Volkstanz von Frauen
43C943|Gruppentanz um jemanden oder etwas herum (Volkstanz)
43C95|Jig (Gigue): Hüpf- und Reihentanz auf der Straße
43CC114|Jäger - CC - Jägerin
43CC1141|Versammlung der Jäger vor der Jagd; départ pour la chasse - CC - Jägerin
43CC1142|Jäger bei der Jagd (N.B. 1988-1990 diese Notation bezeichnete dem Konzept 43C11421 'Jäger bei der Rast') - CC - Jägerin
43CC11421|Jäger bei der Rast - CC - Jägerin
43CC1143|Treiber (bei der Jagd) - CC - Jägerin
43CC1144|in das Jagdhorn blasen - CC - Jägerin
43CC1145|Halali (Jagdruf) - CC - Jägerin
43CC1146|Gruppenporträt von Jägern - CC - Jägerin
43CC1149|Rückkehr von der Jagd - CC - Jägerin
43CC11491|Jagdsitz, Jagdhütte, Jagdschloß; rendez-vous de chasse - CC - Jägerin
43CC737|mit Eis und Schnee spielen - CC - Erwachsene spielen mit Eis und Schnee
43CC7371|auf Eis gleiten bzw.rutschen - CC - Erwachsene spielen mit Eis und Schnee
43CC7372|(Bau eines) Schneemann(s) - CC - Erwachsene spielen mit Eis und Schnee
43CC73721|einen Schneeball herstellen - CC - Erwachsene spielen mit Eis und Schnee
43CC7373|Schneebälle werfen - CC - Erwachsene spielen mit Eis und Schnee
43CC7374|mit einem Stuhl auf dem Eis - CC - Erwachsene spielen mit Eis und Schnee
43CC7379|durch eine Eisschicht brechen (spielende Kinder) - CC - Erwachsene spielen mit Eis und Schnee
43D|andere Freizeitaktivitäten
43D1|Handarbeiten, Hobbys (Freizeitaktivitäten)
43D2|Sammeln (Freizeitaktivitäten)
44|Staat; Gesetz; politisches Leben
44A|Staatssymbole (generell)
44A1|Wappen (als Staatssymbol etc.)
44A11|Devise, Motto (als Staatssymbol etc.)
44A2|Siegel (als Staatssymbol etc.)
44A21|andere überpersönliche Würdenzeichen, z.B. Bürgermeisterkette
44A3|Flagge, Farbe (als Staatssymbol etc.)
44A31|Banner, Standarte (als Staatssymbol etc.)
44A311|Standartenträger, Fahnenträger
44A32|Fahnenmast
44A4|Dekorationen, Auszeichnungen (als Staatssymbol etc.)
44A5|Symbole einzelner Nationen, Staaten, Gebiete etc.
44A51|Personifikationen von Ländern, Nationen, Staaten, Gebieten etc.
44A51(...)|Personifikationen von Ländern, Nationen, Staaten, Gebieten etc. (mit NAMEN)
44B|Regierung; der Staat; Ripa: Politica, Auttorità o Potestà
44B0|Regierungssysteme
44B01|Monarchie; Ripa: Monarchia mondana
44B011|Aristokratie; Ripa: Aristocratia
44B02|Demokratie; Ripa: Democratia
44B03|Republik; Ripa: Governo della republica
44B04|Kolonialsystem
44B041|Imperialismus
44B09|Diktatur, Tyrannei; Ripa: Tirannide
44B091|Staatsräson; Ripa: Ragione di Stato
44B1|Herrscher, Landesherr
44B10|Tugenden des Herrschers
44B11|Ränge von Herrschern, Landesherren
44B111|Herrscherreihen
44B1111|Dynastie
44B112|Kaiser
44B1121|Mythos vom wiederkehrenden Kaiser
44B113|König
44B114|anderer Landesherr
44B114(...)|anderer Landesherr (mit TITEL)
44B114(DOGE)|other sovereign: doge
44B115|Präsident als Staatsoberhaupt
44B1151|Vizepräsident
44B116|Regent, stellvertretender Herrscher, Vizekönig
44B1161|Statthalter
44B117|Lehnsherr
44B1171|Vasall
44B119|Tyrann, Diktator
44B12|offizielle Handlungen von Herrschern, z.B. königliche Handlungen (der Herrscher gibt eine Audienz, gewährt Gnade etc.; der Herrscher und seine Untertanen)
44B121|Anhörung; ein Herrscher gibt eine Audienz
44B1211|Thronsaal
44B1212|Thron
44B122|Amtseinsetzung durch einen Herrscher
44B1221|ein Herrscher verleiht die Adelswürde
44B1222|ein Herrscher delegiert Machtbefugnisse
44B1223|ein Herrscher verleiht Privilegien
44B123|ein Herrscher gewährt Gnade, begnadigt jemanden
44B124|ein Herrscher mit Berater(n)
44B125|ein Herrscher ordnet an, erteilt Befehle
44B126|Belehnung
44B127|ein Herrscher und seine Untertanen
44B1271|ein Herrscher gibt ein Zeichen seiner Wertschätzung
44B1272|ein Untergebener übernimmt zeitweise die Pflichten des Herrschers
44B12721|Damoklesschwert
44B128|ein Herrscher in unzeremoniellen Kontakt mit seinen Untertanen
44B129|ein Herrscher berührt eine Person, um sie von der Skrofulose zu heilen
44B13|Ehrung eines Herrschers
44B131|Akklamation eines Herrschers
44B1311|einem Herrscher Gehorsam schwören
44B132|sich vor einem Herrscher verbeugen
44B1321|vor einem Herrscher das Knie beugen
44B1322|vor einem Herrscher knien
44B1323|tiefe Verbeugung, Fußfall, Proskynese
44B133|ein Herrscher wird mit Fahnen geehrt
44B134|ein Herrscher wird mit Salutschüssen begrüßt
44B1341|Kanonensalven beim königlichen Geburtstag, der königlichen Hochzeit etc.
44B135|einem Herrscher Tribut zahlen
44B14|Apotheose eines Herrschers
44B15|Familie eines Herrschers; der Hof
44B150|Ripa: Corte
44B151|Familie des Landesherrn
44B1511|Königin, Kaiserin etc. (Ehefrau eines Herrschers)
44B15111|Prinzgemahl
44B1512|Kinder einer Königsfamilie
44B15121|Prinz
44B151211|Kronprinz
44B15122|Prinzessin
44B151221|Kronprinzessin
44B15123|königliche Bastarde
44B151231|männlicher königlicher Bastard
44B151232|weiblicher königlicher Bastard
44B1513|Eltern eines Herrschers
44B15131|Vater eines Herrschers
44B15132|Mutter eines Herrschers
44B1514|(sonstige) Personen königlicher Abstammung
44B1515|Günstling eines Herrschers
44B152|königliche Hofhaltung; Höflinge, Gefolge
44B1521|Zeremonienmeister
44B1522|Würdenträger am Hof
44B1523|Page (am Hof)
44B1524|Hofnarr, Possenreißer
44B15241|Attribute eines Hofnarren
44B152411|Narrenkappe
44B152412|Narrenstab
44B1525|Vorkoster
44B1526|Lakaien und anderes niederes Personal bei Hofe
44B1527|Leibwächter eines Herrschers
44B153|Hofzeremoniell, Hofettikette
44B1531|Höflichkeit, Manieren, Etikette
44B154|Festlichkeit bei Hofe
44B155|Alltagsleben bei Hofe
44B16|Einsetzung eines Herrschers
44B161|Wahl eines Herrschers
44B1611|Ausrufung eines Herrschers
44B16111|ein neuer Herrscher wird auf den Schild erhoben
44B1612|Salbung eines neugewählten Herrschers
44B1613|das Amt des Herrschers darbieten: die Krone oder andere Zeichen herrscherlicher Macht werden präsentiert (vor der Krönung)
44B1619|Usurpation
44B162|Krönung eines Herrschers
44B1621|vor der Krönung
44B1622|während der Krönung
44B1623|nach der Krönung
44B1624|einen Herrscher salben (während der Krönung)
44B1625|Zeichen der herrscherlichen Autorität präsentieren (während der Krönung)
44B163|Präsentation des Schwerts (bei der Einsetzung eines Herrschers)
44B164|andere Formen der Einsetzung (eines Herrschers)
44B1641|ein neuer Herrscher schwört den Eid
44B165|Zeremonielle Feier zur Einsetzung eines Herrschers
44B1651|Feierliche Prozession, Parade, Festzug ~ Einsetzung eines Herrschers
44B16511|Krönungszug
44B168|das Amt des Herrschers ausschlagen
44B1681|die Krone mit Füßen treten
44B169|Abdankung (eines Herrschers)
44B1691|freiwillige Abdankung (eines Herrschers)
44B1692|unfreiwillige Abdankung
44B16921|Flucht eines Herrschers vor seinen Feinden
44B16922|Gefangennahme eines fliehenden Herrschers
44B16923|Königsmörder
44B17|schlechter Herrscher
44B19|Insignien und Symbole der obersten Gewalt (Krone, Diadem, Zepter, Kugel, Siegel, Standarte, Mantel, Brustharnisch)
44B191|Krone (als Symbol der obersten Gewalt)
44B1911|Diadem (als Symbol der obersten Gewalt)
44B192|Zepter, Herrscherstab (als Symbol der obersten Gewalt)
44B1921|Hand, Arm der Gerechtigkeit (als Symbol der obersten Gewalt)
44B1922|Lanze, Speer (als Symbol der obersten Gewalt)
44B193|Kugel (als Symbol der obersten Gewalt; mit einem Kreuz bekrönt)
44B194|Wappen (als Symbol der obersten Gewalt)
44B195|Siegel (als Symbol der obersten Gewalt)
44B196|Standarte (als Symbol der obersten Gewalt)
44B197|Mantel, Gewand, Kleid (als Symbol der obersten Gewalt)
44B1971|Kaisermantel (als Symbol der obersten Gewalt)
44B1972|Königsmantel (als Symbol der obersten Gewalt)
44B198|Brustplatte, Brustharnisch (als Symbol der obersten Gewalt)
44B2|regierende und repräsentative Körperschaften
44B21|nationale Regierung
44B211|Minister als Mitglied einer Regierung
44B2111|Premierminister, Ministerpräsident
44B2112|Ministerrat
44B2113|Staatssekretär als Mitglied einer Regierung
44B22|Provinz- oder Regionalregierung
44B221|Gouverneur etc. einer Provinz, Region
44B23|Stadtregierung
44B231|Bürgermeister
44B232|Stadtrat
44B233|Rathaus
44B24|Kolonialregierung
44B241|Gouverneur in einer Kolonie
44B3|Gewässerverwaltung
44B31|Deichwächter
44B32|Inspektion (von Gewässern, Deichen etc.)
44B4|Diplomatie, Diplomat
44B41|Botschafter
44B411|Abreise eines Botschafters
44B412|Reise eines Botschafters
44B413|Empfang eines Botschafters bzw. bei einem Botschafter
44B414|diplomatische Schlichtung
44B42|diplomatische Verhandlungen, Konferenz
44B421|Friedensverhandlungen
44B4211|Unterzeichnung eines Friedensvertrags; Friedensschluß
44B4212|Ausrufung des Friedens
44B43|Konsulatsdienst
44B44|ein Diplomat legt Beglaubigungsschreiben vor
44B45|Allianz, Liga, Union, Bund
44B450|Ripa: Lega
44B5|Gesetzgebungsgewalt
44B51|Volksvertretung als/und Regierung
44B511|Oberhaus, Senat
44B512|Unterhaus, Parlament, Kammer
44B5121|Abgeordnete
44B5122|Debatte, Diskussion (Parlament)
44B52|Bekanntmachung, Proklamation von Gesetzen
44B521|Ausrufer (Proklamation von Gesetzen)
44B522|Plakat (Proklamation von Gesetzen)
44B53|Gesetzgebung
44B531|Gesetzgeber
44B532|legendarischer Ursprung des Gesetzes; legendarischer Gesetzgeber
44B6|gute und schlechte Regierung
44B61|gute Regierung
44B610|Allegorie, Personifikation der guten Regierung
44B611|Utopia
44B62|schlechte Regierung
44B621|Unzufriedenheit mit der schlechtenm Regierung
44BB1|Herrscher, Landesherr - BB - weiblicher Herrscher
44BB10|Tugenden des Herrschers - BB - weiblicher Herrscher
44BB11|Ränge von Herrschern, Landesherren - BB - weiblicher Herrscher
44BB111|Herrscherreihen - BB - weiblicher Herrscher
44BB1111|Dynastie - BB - weiblicher Herrscher
44BB112|Kaiser - BB - weiblicher Herrscher
44BB1121|Mythos vom wiederkehrenden Kaiser - BB - weiblicher Herrscher
44BB113|König - BB - weiblicher Herrscher
44BB114|anderer Landesherr - BB - weiblicher Herrscher
44BB114(...)|anderer Landesherr (mit TITEL) - BB - weiblicher Herrscher
44BB115|Präsident als Staatsoberhaupt - BB - weiblicher Herrscher
44BB1151|Vizepräsident - BB - weiblicher Herrscher
44BB116|Regent, stellvertretender Herrscher, Vizekönig - BB - weiblicher Herrscher
44BB1161|Statthalter - BB - weiblicher Herrscher
44BB117|Lehnsherr - BB - weiblicher Herrscher
44BB1171|Vasall - BB - weiblicher Herrscher
44BB119|Tyrann, Diktator - BB - weiblicher Herrscher
44BB12|offizielle Handlungen von Herrschern, z.B. königliche Handlungen (der Herrscher gibt eine Audienz, gewährt Gnade etc.; der Herrscher und seine Untertanen) - BB - weiblicher Herrscher
44BB121|Anhörung; ein Herrscher gibt eine Audienz - BB - weiblicher Herrscher
44BB1211|Thronsaal - BB - weiblicher Herrscher
44BB1212|Thron - BB - weiblicher Herrscher
44BB122|Amtseinsetzung durch einen Herrscher - BB - weiblicher Herrscher
44BB1221|ein Herrscher verleiht die Adelswürde - BB - weiblicher Herrscher
44BB1222|ein Herrscher delegiert Machtbefugnisse - BB - weiblicher Herrscher
44BB1223|ein Herrscher verleiht Privilegien - BB - weiblicher Herrscher
44BB123|ein Herrscher gewährt Gnade, begnadigt jemanden - BB - weiblicher Herrscher
44BB124|ein Herrscher mit Berater(n) - BB - weiblicher Herrscher
44BB125|ein Herrscher ordnet an, erteilt Befehle - BB - weiblicher Herrscher
44BB126|Belehnung - BB - weiblicher Herrscher
44BB127|ein Herrscher und seine Untertanen - BB - weiblicher Herrscher
44BB1271|ein Herrscher gibt ein Zeichen seiner Wertschätzung - BB - weiblicher Herrscher
44BB1272|ein Untergebener übernimmt zeitweise die Pflichten des Herrschers - BB - weiblicher Herrscher
44BB12721|Damoklesschwert - BB - weiblicher Herrscher
44BB128|ein Herrscher in unzeremoniellen Kontakt mit seinen Untertanen - BB - weiblicher Herrscher
44BB129|ein Herrscher berührt eine Person, um sie von der Skrofulose zu heilen - BB - weiblicher Herrscher
44BB13|Ehrung eines Herrschers - BB - weiblicher Herrscher
44BB131|Akklamation eines Herrschers - BB - weiblicher Herrscher
44BB1311|einem Herrscher Gehorsam schwören - BB - weiblicher Herrscher
44BB132|sich vor einem Herrscher verbeugen - BB - weiblicher Herrscher
44BB1321|vor einem Herrscher das Knie beugen - BB - weiblicher Herrscher
44BB1322|vor einem Herrscher knien - BB - weiblicher Herrscher
44BB1323|tiefe Verbeugung, Fußfall, Proskynese - BB - weiblicher Herrscher
44BB133|ein Herrscher wird mit Fahnen geehrt - BB - weiblicher Herrscher
44BB134|ein Herrscher wird mit Salutschüssen begrüßt - BB - weiblicher Herrscher
44BB1341|Kanonensalven beim königlichen Geburtstag, der königlichen Hochzeit etc. - BB - weiblicher Herrscher
44BB135|einem Herrscher Tribut zahlen - BB - weiblicher Herrscher
44BB14|Apotheose eines Herrschers - BB - weiblicher Herrscher
44BB15|Familie eines Herrschers; der Hof - BB - weiblicher Herrscher
44BB150|Ripa: Corte - BB - weiblicher Herrscher
44BB151|Familie des Landesherrn - BB - weiblicher Herrscher
44BB1512|Kinder einer Königsfamilie - BB - weiblicher Herrscher
44BB15121|Prinz - BB - weiblicher Herrscher
44BB151211|Kronprinz - BB - weiblicher Herrscher
44BB15122|Prinzessin - BB - weiblicher Herrscher
44BB151221|Kronprinzessin - BB - weiblicher Herrscher
44BB15123|königliche Bastarde - BB - weiblicher Herrscher
44BB151231|männlicher königlicher Bastard - BB - weiblicher Herrscher
44BB151232|weiblicher königlicher Bastard - BB - weiblicher Herrscher
44BB1513|Eltern eines Herrschers - BB - weiblicher Herrscher
44BB15131|Vater eines Herrschers - BB - weiblicher Herrscher
44BB15132|Mutter eines Herrschers - BB - weiblicher Herrscher
44BB1514|(sonstige) Personen königlicher Abstammung - BB - weiblicher Herrscher
44BB1515|Günstling eines Herrschers - BB - weiblicher Günstling
44BB152|königliche Hofhaltung; Höflinge, Gefolge - BB - weiblicher Herrscher
44BB1521|Zeremonienmeister - BB - weiblicher Herrscher
44BB1522|Würdenträger am Hof - BB - weiblicher Würdenträger: Hofdame
44BB1523|Page (am Hof) - BB - weiblicher Herrscher
44BB1524|Hofnarr, Possenreißer - BB - weiblicher Herrscher
44BB15241|Attribute eines Hofnarren - BB - weiblicher Herrscher
44BB152411|Narrenkappe - BB - weiblicher Herrscher
44BB152412|Narrenstab - BB - weiblicher Herrscher
44BB1525|Vorkoster - BB - weiblicher Herrscher
44BB1526|Lakaien und anderes niederes Personal bei Hofe - BB - weiblicher Herrscher
44BB1527|Leibwächter eines Herrschers - BB - weiblicher Herrscher
44BB153|Hofzeremoniell, Hofettikette - BB - weiblicher Herrscher
44BB1531|Höflichkeit, Manieren, Etikette - BB - weiblicher Herrscher
44BB154|Festlichkeit bei Hofe - BB - weiblicher Herrscher
44BB155|Alltagsleben bei Hofe - BB - weiblicher Herrscher
44BB16|Einsetzung eines Herrschers - BB - weiblicher Herrscher
