2|自然
25D11(JASPER)|寶石和準寶石:碧玉 
25D11(ROCK-CRYSTAL)|寶石和準寶石:水晶 
25D11(RUBY)|寶石和準寶石:紅寶石 
25D11(SAPPHIRE)|寶石和準寶石:藍寶石 
25D11(TOPAZ)|寶石和準寶石:黃晶 
25D11(TURQUOISE)|寶石和準寶石:綠松石 
25D12|各類非寶石
25D12(...)|各類非寶石(名稱)
25D12(CHALK)|各類非寶石:白垩
25D12(FLINT)|各類非寶石:燧石 
25D12(MARBLE)|各類非寶石:大理石 
25D12(PUMICE)|各類非寶石:浮石 
25D13|礦物和金屬
25D13(...)|礦物和金屬(名稱)
25D13(BITUMEN)|礦物和金屬:瀝青
25D13(COPPER)|礦物和金屬:銅
25D13(GOLD)|礦物和金屬:金
25D13(IRON)|礦物和金屬:鐵
25D13(LEAD)|礦物和金屬:鉛
25D13(MAGNETITE)|礦物和金屬:磁石
25D13(MERCURY)|礦物和金屬:汞 
25D13(PLATINUM)|礦物和金屬:鉑
25D13(SILVER)|礦物和金屬:銀
25D13(SULPHUR)|礦物和金屬:硫黃
25D13(TIN)|礦物和金屬:錫 
25D14|動植物的化石
25D141|無煙煤,硬煤
25D142|褐煤
25D143|琥珀(化石樹脂)
25D15|水晶
25D2|土壤類型
25D21|土(土壤類型)
25D211|腐殖土(土壤類型)
25D22|砂砾土(土壤類型)
25D23|沙土(土壤類型)
25D24|粘土(土壤類型)
25D241|亞粘土(土壤類型)
25D242|黃土(土壤類型)
25D25|泥炭(土壤類型)
25D26|泥漿(土壤類型)
25D29|塵土(土壤類型)
25D3|採礦
25D31|礦山
25D311|露天礦;露天開採 
25D312|(礦)井和坑道 
25D32|礦工 
25D321|勘探者 
25D33|礦山表面結構和環境 
25D34|礦場 
25D35|冶鍊,提煉礦石;高爐 
25D4|從地下提取的液體和氣體 
25D41|礦水 
25D411|藥泉 
25D42|其它液體(石油除外) 
25D42(...)|其它液體(石油除外)(名稱) 
25D421|泉水(從地下提取的液體) 
25D43|石油;煉油廠 
25D431|石油鑽探 
25D4311|鑽井塔 ~ 石油 
25D4312|(海上)鑽井台 
25D432|泵送石油 
25D4321|噴油井 ~ 石油 
25D433|輸油 
25D4331|輸油 ~ 輸油管道 
25D434|煉油廠 ~ 石油 
25D435|油罐 
25D44|瀝青 
25D45|從地下提取的氣體 
25D451|從煤層提取的氣體  
25D4511|煤氣廠 
25D4512|煤氣容器,煤氣罐 
25D5|地質層運動 
25E|地質年代分期;歷史地質學;地質年代 
25E(...)|地質年代分期;歷史地質學;地質年代(名稱) 
25E(BIG BANG)|地質年代分期;歷史地質學;地質年代:宇宙大爆炸 
25E(CENOZOIC)|地質年代分期;歷史地質學;地質年代:新生代 
25E(PALEOZOIC)|地質年代分期;歷史地質學;地質年代:古生代 
25E(TERTIARY)|地質年代分期;歷史地質學;地質年代:第三紀 
25F|动物
25F1|成群的動物
25F2|哺乳動物
25F21|成群的哺乳動物
25F22|猴,猿
25F22(...)|猴,猿(名稱)
25F22(BABOON)|猴,猿:狒狒
25F23|食肉獸,食肉動物 
25F23(...)|食肉獸,食肉動物(名稱) 
25F23(BADGER)|食肉獸,食肉動物:獾 
25F23(BEAR)|食肉獸,食肉動物:熊 
25F23(CHEETAH)|食肉獸,食肉動物:獵豹 
25F23(ERMINE)|食肉獸,食肉動物:銀貂 
25F23(FERRET)|食肉獸,食肉動物:白鼬 
25F23(FOX)|食肉獸,食肉動物:狐狸 
25F23(HYENA)|食肉獸,食肉動物:鬣狗 
25F23(ICHNEUMON)|食肉獸,食肉動物:貓鼬 
25F23(LEOPARD)|食肉獸,食肉動物:雲豹 
25F23(LION)|食肉獸,食肉動物:獅 
25F23(LYNX)|食肉獸,食肉動物:猞猁 
25F23(MANGOUSTE)|食肉獸,食肉動物:獴 
25F23(MARTEN)|食肉獸,食肉動物:貂鼠 
25F23(OTTER)|食肉獸,食肉動物:水獺 
25F23(PANTHER)|食肉獸,食肉動物:豹 
25F23(POLAR BEAR)|食肉獸,食肉動物:北極熊 
25F23(SABLE)|食肉獸,食肉動物:黑貂 
25F23(TIGER)|食肉獸,食肉動物:虎 
25F23(WEASEL)|食肉獸,食肉動物:鼬鼠 
25F23(WOLF)|食肉獸,食肉動物:狼 
25F24|有蹄類動物
25F24(...)|有蹄類動物(名稱)
25F24(ANTELOPE)|有蹄類動物: 羚羊
25F24(BISON)|有蹄類動物: 野牛
25F24(BOAR)|有蹄類動物: 野豬
25F24(CAMEL)|有蹄類動物: 駱駝
25F24(DEER)|有蹄類動物: 鹿
25F24(DROMEDARY)|有蹄類動物: 單峰駱駝
25F24(ELK)|有蹄類動物: 麋鹿
25F24(GAZELLE)|有蹄類動物: 瞪羚
25F24(GIRAFFE)|有蹄類動物: 長頸鹿
25F24(GNU)|有蹄類動物: 角馬
25F24(HIPPOPOTAMUS)|有蹄類動物: 河馬
25F24(IBEX)|有蹄類動物: 高地山羊
25F24(MUSK-DEER)|有蹄類動物: 麝香鹿
25F24(ONAGER)|有蹄類動物: 中亞野驢
25F24(ORYX)|有蹄類動物: 羚羊
25F24(QUAGGA)|有蹄類動物: 白氏斑馬
25F24(RHINOCEROS)|有蹄類動物: 犀牛
25F24(STAG)|有蹄類動物: 牡鹿
25F24(ZEBRA)|有蹄類動物: 斑馬
25F25|象鼻類動物
25F25(...)|象鼻類動物(名稱) 
25F25(ELEPHANT)|象鼻類動物: 大象
25F26|囓齒目
25F26(...)|囓齒目(名稱)
25F26(BEAVER)|囓齒目: 海狸
25F26(HARE)|囓齒目: 野兔
25F26(MOUSE)|囓齒目: 鼠
25F26(MUSK-RAT)|囓齒目: 麝鼠
25F26(RABBIT)|囓齒目: 兔
25F26(RAT)|囓齒目: 老鼠
25F26(SQUIRREL)|囓齒目: 松鼠
25F26(WOMBAT)|囓齒目: 袋熊
25F27|水栖哺乳動物
25F27(...)|水栖哺乳動物 (名稱)
25F27(DOLPHIN)|水栖哺乳動物: 海豚
25F27(SEAL)|水栖哺乳動物: 海豹
25F27(WHALE)|水栖哺乳動物: 鯨魚
25F28|會飛類哺乳動物
25F28(...)|會飛類哺乳動物(名稱)
25F28(BAT)|會飛類哺乳動物: 蝙蝠
25F29|other 哺乳動物
25F29(...)|其它哺乳動物(名稱)
25F29(ARMADILLO)|其它哺乳動物: 犰狳
25F29(HEDGEHOG)|其它哺乳動物: 刺蝟
25F29(KANGAROO)|其它哺乳動物: 袋鼠
25F29(MOLE)|其它哺乳動物: 鼹形鼠
25F29(PORCUPINE)|其它哺乳動物: 豪豬
25F29(SLOTH)|其它哺乳動物: 樹懶
25F3|鳥類
25F31|成群的鳥類
25F32|鳴禽
25F32(...)|鳴禽 (名稱)
25F32(CROW)|鳴禽: 烏鴉
25F32(FINCH)|鳴禽: 雀
25F32(GOLDFINCH)|鳴禽: 金翅雀
25F32(JACKDAW)|鳴禽: 寒鴉
25F32(LARK)|鳴禽: 百靈鳥
25F32(MAGPIE)|鳴禽: 喜鵲
25F32(NIGHTINGALE)|鳴禽: 夜鶯
25F32(RAVEN)|鳴禽: 渡鴉
25F32(ROBIN)|鳴禽: 鴝
25F32(SPARROW)|鳴禽: 麻雀
25F32(STARLING)|鳴禽: 星椋鳥
25F32(SWALLOW)|鳴禽: 燕子
25F32(THRUSH)|鳴禽: 鶇
25F32(TIT)|鳴禽: 山雀
25F32(WAGTAIL)|鳴禽: 灶巢鳥
25F32(WARBLER)|鳴禽: 鶯
25F32(WHITE THROAT)|鳴禽: white throat
25F32(WREN)|鳴禽: 鷦鷯
25F33|猛禽
25F33(...)|猛禽 (名稱)
25F33(EAGLE)|猛禽: 鷹
25F33(FALCON)|猛禽: 隼
25F33(FISH-HAWK)|猛禽: 魚鷹, 鶚
25F33(HAWK)|猛禽: 鷹
25F33(KITE)|猛禽: 鳶
25F33(SPARROW-HAWK)|猛禽: 雀鷹
25F33(VULTURE)|猛禽: 鷲
25F34|鴞
25F35|觀賞鳥
25F35(...)|觀賞鳥 (名稱)
25F35(BIRD OF PARADISE)|觀賞鳥: 天堂鳥
25F35(COCKATOO)|觀賞鳥: 鳳頭鸚鵡
25F35(HORNBILL)|觀賞鳥: 犀鳥
25F35(PARROT)|觀賞鳥: 鸚鵡
25F35(PEACOCK)|觀賞鳥: 孔雀
25F36|水鳥
25F36(...)|水鳥 (名稱)
25F36(COOT)|水鳥: 黑鴨
25F36(DIPPER)|水鳥: 潛鳥
25F36(DUCK)|水鳥: 鴨
25F36(GOOSE)|水鳥: 鵝
25F36(PELICAN)|水鳥: 鵜鶘
25F36(SWAMP-HEN)|水鳥: 沼澤水雞
25F36(SWAN)|水鳥: 天鵝
25F37|沙禽和涉禽
25F37(...)|沙禽和涉禽 (名稱)
25F37(BITTERN)|沙禽和涉禽: 麻鳽
25F37(CRANE)|沙禽和涉禽: 鶴
25F37(GULL)|沙禽和涉禽: 鷗
25F37(HERON)|沙禽和涉禽: 蒼鷺
25F37(IBIS)|沙禽和涉禽: 白鷺
25F37(LAPWING)|沙禽和涉禽: 麥鳧
25F37(MARABOU)|沙禽和涉禽: 禿鸛
25F37(PLOVER)|沙禽和涉禽: 千鳥
25F37(PURPLE WATER-HEN)|沙禽和涉禽: 紫水雞
25F37(SNIPE)|沙禽和涉禽: 鷸
25F37(STORK)|沙禽和涉禽: 鸛
25F37(TROCHILUS)|沙禽和涉禽: 柳鶯
25F37(WOODCOCK)|沙禽和涉禽: 鳥鷸
25F38|行禽
25F38(...)|行禽 (名稱)
25F38(BUSTARD)|行禽: 鴇
25F38(OSTRICH)|行禽: 鴕鳥
25F38(PARTRIDGE)|行禽: 鷓鴣
25F38(PHEASANT)|行禽: 雉,野雞,錦雞
25F38(QUAIL)|行禽: 鵪鶉
25F38(TURKEY)|行禽: 火雞
25F39|其它鳥類
25F39(...)|其它鳥類 (名稱)
25F39(CUCKOO)|其它鳥類: 布穀鳥
25F39(DODO)|其它鳥類: 渡渡鳥
25F39(DOVE)|其它鳥類: 鴿
25F39(HOOPOE)|其它鳥類: 戴勝
25F39(HUMMING-BIRD)|其它鳥類: 蜂鳥
25F39(KINGFISHER)|其它鳥類: 翠鳥
25F39(TURTLE DOVE)|其它鳥類: 斑鳩
25F39(WOODPECKER)|其它鳥類: 啄木鳥
25F39(WRYNECK)|其它鳥類: 歪脖
25F4|爬行動物
25F41|蜥蜴類
25F41(...)|蜥蜴類(名稱)
25F41(CHAMELEON)|蜥蜴類: 變色龍
25F41(LIZARD)|蜥蜴類: 蜥蜴
25F42|蛇
25F42(...)|蛇(名稱)
25F42(VIPER)|蛇: 蝰蛇
25F43|鱷類
25F43(...)|鱷類(名稱)
25F43(ALLIGATOR)|鱷類: 短吻鱷
25F43(CROCODILE)|鱷類: 鱷
25F44|龜
25F5|水陸兩棲動物
25F51|無尾水陸兩棲動物
25F51(...)|無尾水陸兩棲動物 (名稱)
25F51(FROG)|無尾水陸兩棲動物: 蛙  
25F51(TOAD)|無尾水陸兩棲動物: 蟾蜍
25F52|有尾水陸兩棲動物
25F52(...)|有尾水陸兩棲動物 (名稱)
25F6|魚類
25F6(...)|魚類(名稱)
25F61|軟骨魚類
25F61(...)|軟骨魚類 (名稱)
25F61(DOGFISH)|軟骨魚類: 狗鯊
25F61(RAY)|軟骨魚類: 鰩魚
25F61(SAWFISH)|軟骨魚類: 鋸鰩
25F61(SHARK)|軟骨魚類: 鯊魚
25F62|硬骨魚類
25F62(...)|硬骨魚類 (名稱)
25F62(BARBEL)|硬骨魚類: 有觸鬚的魚,鲃魚
25F62(BUTTERFISH)|硬骨魚類: 溜滑的魚,鯧魚
25F62(CARP)|硬骨魚類: 鯉魚
25F62(HERRING)|硬骨魚類: 鯡魚
25F62(HIPPOCAMPUS)|硬骨魚類: 海馬
25F62(LUNGFISH)|硬骨魚類: 肺魚
25F62(MACKEREL)|硬骨魚類: 鯖魚
25F62(MULLET)|硬骨魚類: 鯔魚
25F62(PIKE)|硬骨魚類: 梭子魚
25F62(PILOT-FISH)|硬骨魚類: 鰣魚
25F62(RED HERRING)|熏鯖魚 : 採用 41 C 68 (熏鯖魚); 鯡魚: 使用 25 F 62 (鯡魚)
25F62(ROACH)|硬骨魚類: 歐鯉,翻車魚
25F62(SALMON)|硬骨魚類: 鮭魚
25F62(SARDINE)|硬骨魚類: 沙丁魚
25F62(SCARUS)|硬骨魚類: 鸚嘴魚
25F62(SEA-BREAM)|硬骨魚類: 鯛魚
25F62(SEA-DEVIL)|硬骨魚類: 華臍魚
25F62(SEA-PERCH)|硬骨魚類: 黑鯛
25F62(SEA-WOLF)|硬骨魚類: 狼魚
25F62(SHEAT-FISH)|硬骨魚類: 六須鯰
25F62(STURGEON)|硬骨魚類: 鱔魚,鱘魚
25F62(SUN-FISH)|硬骨魚類: 翻車魚
25F62(SWORD-FISH)|硬骨魚類: 旗魚
25F62(TUNNY)|硬骨魚類: 鮪魚,金槍魚
25F62(WEEVER)|硬骨魚類: 鱸魚
25F63|鱔魚類
25F63(...)|鱔魚類(名稱)
25F63(EEL)|鱔魚類: 鱔魚,鰻魚
25F63(LAMPREY)|鱔魚類: 七腮鰻魚
25F63(SEA-EEL)|鱔魚類: 海鱔
25F64|深海魚類
25F64(...)|深海魚類 (名稱)
25F65|其它魚類
25F65(...)|其它魚類 (名稱)
25F7|較低級動物 
25F71|節肢動物 
25F711|昆蟲 
25F711(...)|昆蟲(名稱)
25F711(ANT)|昆蟲: 螞蟻
25F711(BEE)|昆蟲: 蜜蜂
25F711(BEETLE)|昆蟲: 甲蟲
25F711(BUTTERFLY)|昆蟲: 蝴蝶
25F711(CATERPILLAR)|昆蟲: 毛蟲
25F711(CICADA)|昆蟲: 蟬
25F711(CRICKET)|昆蟲: 蟋蟀
25F711(DAY-FLY)|昆蟲: 蜉蝣
25F711(DRAGON-FLY)|昆蟲: 蜻蜓
25F711(DUNG-BEETLE)|昆蟲: 蜣螂
25F711(FLEA)|昆蟲: 跳蚤
25F711(FLY)|昆蟲: 蒼蠅
25F711(GLOW-WORM)|昆蟲: 螢火蟲
25F711(GNAT)|昆蟲: 叮人小蟲
25F711(GRASS-HOPPER)|昆蟲: 蚱蜢
25F711(HORNET)|昆蟲: 大黃蜂
25F711(ICHNEUMON-FLY)|昆蟲: 姬蜂
25F711(LADYBIRD)|昆蟲: 瓢蟲
25F711(LOUSE)|昆蟲: 蝨子
25F711(MANTIS)|昆蟲: 螳螂
25F711(MOSQUITO)|昆蟲: 蚊子
25F711(MOTH)|昆蟲: 蛾子
25F711(PRAYING-MANTIS)|昆蟲: 合掌螳螂
25F711(SCARABAEUS)|昆蟲: 聖甲蟲
25F711(WASP)|昆蟲: 黃蜂
25F712|蜈蚣,百足蟲
25F713|蜘蛛
25F713(...)|蜘蛛 (名稱)
25F714|螨,壁蟲
25F715|蝎子
25F716|甲殼蟲
25F716(...)|甲殼蟲(名稱)
25F716(CRAB)|甲殼蟲: 螃蟹
25F716(LOBSTER)|甲殼蟲: 龍蝦
25F72|軟體動物
25F72(...)|軟體動物(名稱)
25F72(CUTTLE-FISH)|軟體動物: 墨魚,烏賊
25F72(MUREX)|軟體動物：骨螺
25F72(MUSSEL)|軟體動物: 貝類,蚌類
25F72(NAUTILUS)|軟體動物: 鸚鵡螺殼
25F72(OCTOPUS)|軟體動物: 章魚
25F72(OYSTER)|軟體動物: 牡蠣
25F72(POLYP)|軟體動物: 珊瑚蟲
25F72(SNAIL)|軟體動物: 螺,蜗牛
25F72(SQUID)|軟體動物: 魷魚
25F73|蠕蟲
25F73(...)|蠕蟲(名稱)
25F74|棘皮類動物
25F74(...)|棘皮類動物(名稱)
25F74(SEA-URCHIN)|棘皮類動物: 海膽
25F74(STARFISH)|棘皮類動物: 海星
25F75|刺絲胞類動物
25F75(...)|刺絲胞類動物(名稱)
25F75(CORAL)|刺絲胞類動物: 珊瑚蟲
25F75(JELLY-FISH)|刺絲胞類動物: 水母,海蜇
25F75(SPONGE)|刺絲胞類動物: 海綿
25F76|單細胞動物, 細菌, 桿菌
25F8|已滅絕的動物
25F8(...)|已滅絕的動物 (名稱)
25F81|史前動物
25F82|化石動物
25F9|變形的動物; 怪獸
25F91|特大型怪獸
25F92|特小型怪獸
25F93|多胎,一胎多仔 ~ 變形的動物; 怪獸
25F94|缺少身體某部分的怪獸
25F95|身體某部分數量特多的怪獸
25F951|三頭獸
25F952|雙體,一頭雙身的動物
25F96|四肢、器官或其它部分不在正常位置的怪物
25F97|四肢、器官或其它部分不是正常形狀的怪物
25F971|四肢、器官或其它部分特大的怪物 
25F972|四肢、器官或其它部分特小的怪物 
25FF|傳說中的動物
25FF1|成組傳說中的動物
25FF2|傳說中的動物 ~ 哺乳動物
25FF21|傳說中的動物 ~ 家畜
25FF22|傳說中的動物 ~ 猴
25FF22(...)|猴, 猿 (名稱) - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF22(BABOON)|猴, 猿: 狒狒 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23|傳說中的動物 ~ 食肉動物
25FF23(...)|傳說中的動物 ~ 食肉動物 (名稱)
25FF23(BADGER)|食肉獸,食肉動物: 獾 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(BEAR)|食肉獸,食肉動物: 熊 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(CHEETAH)|食肉獸,食肉動物: 獵豹 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(CROCOTAS)|傳說中的動物 ~ 食肉動物: crocotas
25FF23(ERMINE)|食肉獸,食肉動物: 銀貂 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(FERRET)|食肉獸,食肉動物: 白鼬 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(FOX)|食肉獸,食肉動物: 狐狸 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(HYENA)|食肉獸,食肉動物: 鬣狗 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(ICHNEUMON)|食肉獸,食肉動物: 貓鼬 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(LEOPARD)|食肉獸,食肉動物: 雲豹 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(LION)|食肉獸,食肉動物: 獅 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(LYNX)|食肉獸,食肉動物: 猞猁 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(MANGOUSTE)|食肉獸,食肉動物: 獴 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(MARTEN)|食肉獸,食肉動物: 貂鼠 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(OTTER)|食肉獸,食肉動物: 水獺 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(PANTHER)|食肉獸,食肉動物: 豹 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(SABLE)|食肉獸,食肉動物: 黑貂 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(TIGER)|食肉獸,食肉動物: 虎 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(WEASEL)|食肉獸,食肉動物: 鼬鼠 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF23(WOLF)|食肉獸,食肉動物: 狼 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF231|獅身鷹頭的動物; 'Griffo' (Ripa)
25FF232|吐火獸(獅/山羊/蛇); 'Chimera' (Ripa)
25FF233|鬣狗, 可改變性別的
25FF24|傳說中的動物 ~ 有蹄類動物
25FF24(...)|傳說中的動物 ~ 有蹄類動物 (名稱)
25FF24(ANTELOPE)|有蹄類動物: 羚羊 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(BISON)|有蹄類動物: 野牛 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(BOAR)|有蹄類動物: 野豬 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(BONNACON)|傳說中的動物 ~ 有蹄類動物: 波那空
25FF24(CAMEL)|有蹄類動物: 駱駝 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(CATOBLEPAS)|傳說中的動物 ~ 有蹄類動物: 卡托布萊帕斯
25FF24(DEER)|有蹄類動物: 鹿 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(DROMEDARY)|有蹄類動物: 單峰駱駝 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(ELK)|有蹄類動物: 麋鹿 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(GAZELLE)|有蹄類動物: 瞪羚 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(GIRAFFE)|有蹄類動物: 長頸鹿 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(GNU)|有蹄類動物: 角馬 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(HIPPOPOTAMUS)|有蹄類動物: 河馬 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(IBEX)|有蹄類動物: 高地山羊 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(MUSK-DEER)|有蹄類動物: 麝香鹿 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(ONAGER)|有蹄類動物: 中亞野驢 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(ORYX)|有蹄類動物: 羚羊 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(OX WITH ONE HORN)|傳說中的動物 ~ 有蹄類動物: 獨角公牛
25FF24(OX WITH THREE HORNS)|傳說中的動物 ~ 有蹄類動物: 三角公牛
25FF24(PEGASUS)|傳說中的動物 ~ 有蹄類動物 : 採用 93D1 珀加索斯, 有雙翼的馬, 或者採用 25FF(有雙翼的馬) 來表示有雙翼的馬 (在非古典文本中)
25FF24(QUAGGA)|有蹄類動物: 白氏斑馬 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(RHINOCEROS)|有蹄類動物: 犀牛 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(STAG)|有蹄類動物: 牡鹿 - FF - 傳說中的動物 (有時誤稱為'怪誕的'); 'Mostri' (Ripa)
25FF24(WINGED HORSE)|傳說中的動物 ~ 有蹄類動物: 有雙翼的馬
25FF241|獨角獸
25FF2411|獨角獸被一貞女所獲, 'Chasse à la licorne'
25FF2412|'pirassoipi' (有雙角的獨角獸)
25FF2413|'oryx unicornis' (分趾蹄羚羊)
25FF242|'hippogriffe' (獅/鷹)
